Film,Production,Cast
Black as Night,Amazon Studios / Blumhouse Television,"Maritte Lee Go (director); Sherman Payne (screenplay); Ashja Cooper, Theodus Crane, Kenneisha Thompson, Al Mitchell"
Old Henry,Shout! Studios,"Potsy Ponciroli (director/screenplay); Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins, Stephen Dorff"
The Jesus Music,Lionsgate,"Erwin brothers (director); Jon Erwin (screenplay); Amy Grant, Michael W. Smith, TobyMac, Kirk Franklin, Lauren Daigle"
Mayday,Magnolia Pictures,"Karen Cinorre (director/screenplay); Grace Van Patten, Mia Goth, Havana Rose Liu, Soko, Juliette Lewis"
God's Not Dead: We the People,Pinnacle Peak Pictures,"Vance Null (director); Tommy Blaze (screenplay); David A. R. White, Antonio Sabàto Jr., Francesca Battistelli, William Forsythe, Isaiah Washington, Jeanine Pirro"
There's Someone Inside Your House,Netflix / 21 Laps Entertainment,"Patrick Brice (director); Henry Gayden (screenplay); Sydney Park, Theodore Pellerin, Asjha Cooper, Jesse LaTourette, Diego Josef"
No Time to Die,Metro-Goldwyn-Mayer / Eon Productions,"Cary Joji Fukunaga (director/screenplay); Neal Purvis and Robert Wade, Phoebe Waller-Bridge (screenplay); Daniel Craig, Rami Malek, Léa Seydoux, Lashana Lynch, Ben Whishaw, Naomie Harris, Billy Magnussen, Ana de Armas, David Dencik, Jeffrey Wright, Christoph Waltz, Ralph Fiennes"
Mass,Bleecker Street,"Fran Kranz (director/screenplay); Reed Birney, Ann Dowd, Jason Isaacs, Martha Plimpton"
South of Heaven,RLJE Films,"Aharon Keshales (director/screenplay); Navot Papushado, Kai Mark (screenplay); Jason Sudeikis, Evangeline Lilly, Shea Whigham, Mike Colter"
The Manor,Amazon Studios / Blumhouse Television,"Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger"
Madres,Amazon Studios / Blumhouse Television,"Ryan Zaragoza (director); Marcella Ochoa, Mario Miscione (screenplay); Elpidia Carrillo, Tenoch Huerta"
Justin Bieber: Our World,Amazon Studios,"Michael D. Ratner (director); Justin Bieber, Hailey Bieber"
Survive the Game,Lionsgate Films,"James Cullen Bressack (director); Ross Peacock (screenplay); Chad Michael Murray, Bruce Willis"
Halloween Kills,Universal Pictures / Miramax / Blumhouse Productions / Peacock,"David Gordon Green (director/screenplay); Danny McBride, Scott Teems (screenplay); Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Thomas Mann, Anthony Michael Hall"
The Last Duel,20th Century Studios / Scott Free Productions / Pearl Street Films,"Ridley Scott (director); Nicole Holofcener, Ben Affleck, Matt Damon (screenplay); Matt Damon, Adam Driver, Jodie Comer, Ben Affleck"
Needle in a Timestack,Lionsgate / Bron Studios,"John Ridley (director/screenplay); Leslie Odom Jr., Freida Pinto, Cynthia Erivo, Orlando Bloom"
Hard Luck Love Song,Roadside Attractions,"Justin Corsbie (director/screenplay); Craig Ugoretz (screenplay); Michael Dorman, Sophia Bush, Dermot Mulroney, Eric Roberts, Brian Sacca, Melora Walters, RZA"
"Introducing, Selma Blair",Discovery+ / LD Entertainment,Rachel Fleit (director); Selma Blair
The Velvet Underground,Apple TV+ / PolyGram Entertainment,Todd Haynes (director); The Velvet Underground
Night Teeth,Netflix,"Adam Randall (director); Brent Dillon (screenplay); Jorge Lendeborg Jr., Debby Ryan, Lucy Fry, Alfie Allen, Raúl Castillo, Alexander Ludwig"
Dune,Warner Bros. Pictures / Legendary Entertainment / HBO Max,"Denis Villeneuve (director/screenplay); Jon Spaihts, Eric Roth (screenplay); Timothee Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgård, Dave Bautista, Stephen McKinley Henderson, Zendaya, Chang Chen, Sharon Duncan-Brewster, Charlotte Rampling, Jason Momoa, Javier Bardem"
Ron's Gone Wrong,20th Century Studios / Locksmith Animation / TSG Entertainment,"Sarah Smith, Jean-Philippe Vine (directors); Peter Baynham, Sarah Smith (screenplay); Zach Galifianakis, Jack Dylan Grazer, Ed Helms, Justice Smith, Rob Delaney, Kylie Cantrall, Ricardo Hurtado, Olivia Colman"
The French Dispatch,Searchlight Pictures / Indian Paintbrush,"Wes Anderson (director/screenplay); Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet, Lyna Khoudri, Jeffrey Wright, Mathieu Amalric, Stephen Park, Bill Murray, Owen Wilson"
The Harder They Fall,Netflix,"Jeymes Samuel (director/screenplay); Boaz Yakin (screenplay); Jonathan Majors, Idris Elba, Zazie Beetz, Regina King, Delroy Lindo, Lakeith Stanfield, RJ Cyler, Danielle Deadwyler, Edi Gathegi, Deon Cole"
The Electrical Life of Louis Wain,Amazon Studios / StudioCanal / Film4,"Will Sharpe (director/screenplay); Simon Stephenson (screenplay); Benedict Cumberbatch, Claire Foy, Andrea Riseborough, Toby Jones, Olivia Colman"
Warning,Lionsgate,"Agata Alexander (director/screenplay); Jason Kaye, Rob Michaelson (screenplay); Alex Pettyfer, Alice Eve, Annabelle Wallis, Benedict Samuel, Charlotte Le Bon, Thomas Jane"
Passing,Netflix / Film4 / Gamechanger Films / Endeavor Content,"Rebecca Hall (director/screenplay); Tessa Thompson, Ruth Negga, André Holland, Bill Camp, Gbenga Akinnagbe, Antoinette Crowe-Legacy, Alexander Skarsgård"
Hypnotic,Netflix,"Matt Angel, Suzanne Coote (director); Richard D'Ovidio (screenplay); Kate Siegel, Jason O'Mara, Dulé Hill"
Antlers,Searchlight Pictures / TSG Entertainment,"Scott Cooper (director/screenplay); Nick Antosca, C. Henry Chaisson (screenplay); Keri Russell, Jesse Plemons, Jeremy T. Thomas, Graham Greene, Scott Haze, Rory Cochrane, Amy Madigan"
Army of Thieves,Netflix / The Stone Quarry,"Matthias Schweighöfer (director); Shay Hatten (screenplay); Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin, Guz Khan, Jonathan Cohen"
A Mouthful of Air,Stage 6 Films,"Amy Koppelman (director/screenplay); Amanda Seyfried, Finn Wittrock, Jennifer Carpenter, Michael Gaston, Amy Irving, Paul Giamatti"
The Souvenir Part II,A24 / BBC Film,"Joanna Hogg (director/screenplay); Honor Swinton Byrne, Jaygann Ayeh, Richard Ayoade, Ariane Labed, James Spencer Ashworth, Harris Dickinson, Charlie Heaton, Joe Alwyn, Tilda Swinton"
Paranormal Activity: Next of Kin,Paramount+ / Paramount Players / Blumhouse Productions,"William Eubank (director); Christopher Landon (screenplay); Emily Bader, Roland Buck III, Dan Lippert, Henry Ayres-Brown"
The Spine of Night,RLJE Films / Shudder,"Philip Gelatt, Morgan Galen King (director/screenplay); Richard E. Grant, Lucy Lawless, Patton Oswalt, Betty Gabriel, Joe Manganiello"
Violet,Relativity Media,"Justine Bateman (director/screenplay); Olivia Munn, Luke Bracey, Justin Theroux"
Heart of Champions,Vertical Entertainment,"Michael Mailer (director); Vojin Gjaja (screenplay); Michael Shannon, Alexander Ludwig, Charles Melton"
Eternals,Marvel Studios,"Chloé Zhao (director/screenplay); Patrick Burleigh (screenplay); Gemma Chan, Richard Madden, Kumail Nanjiani, Lia McHugh, Brian Tyree Henry, Lauren Ridloff, Barry Keoghan, Don Lee, Harish Patel, Bill Skarsgård, Kit Harington, Salma Hayek, Angelina Jolie"
Red Notice,Netflix / Flynn Picture Company / Seven Bucks Productions,"Rawson Marshall Thurber (director/screenplay); Dwayne Johnson, Ryan Reynolds, Gal Gadot, Chris Diamantopoulos, Ritu Arya"
Finch,Apple TV+ / Amblin Entertainment / Walden Media / ImageMovers,"Miguel Sapochnik (director); Craig Luck, Igor Powell (screenplay); Tom Hanks, Caleb Landry Jones"
Spencer,Neon / Topic Studios / FilmNation Entertainment,"Pablo Larraín (director); Steven Knight (screenplay); Kristen Stewart, Timothy Spall, Jack Farthing, Sean Harris, Sally Hawkins"
Dangerous,Lionsgate,"David Hackl (director); Chris Borrelli (screenplay); Mel Gibson, Scott Eastwood, Tyrese Gibson, Famke Janssen, Kevin Durand"
Love Hard,Netflix,"Hernán Jiménez (director); Danny Mackey, Rebecca Ewing (screenplay); Nina Dobrev, Jimmy O. Yang, Darren Barnet"
The Beta Test,IFC Films,"Jim Cummings, PJ McCabe (directors/screenplay); Jim Cummings, Virginia Newcomb, PJ McCabe, Jessie Barr"
Clifford the Big Red Dog,Paramount Pictures / Entertainment One / Paramount+,"Walt Becker (director); Jay Scherick, David Ronn, Blaise Hemingway (screenplay); Jack Whitehall, Darby Camp, Tony Hale, Sienna Guillory, David Alan Grier, Russell Wong, Kenan Thompson, John Cleese"
"Tick, Tick... Boom!",Netflix / Imagine Entertainment,"Lin-Manuel Miranda (director); Steven Levenson (screenplay); Andrew Garfield, Alexandra Shipp, Robin de Jesús, Joshua Henry, Judith Light, Vanessa Hudgens, Bradley Whitford"
Home Sweet Home Alone,Disney+ / 20th Century Studios,"Dan Mazer (director); Mikey Day, Streeter Seidell (screenplay); Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Pete Holmes, Kenan Thompson, Ally Maki, Chris Parnell"
Apex,RLJE Films,"Edward John Drake (director/screenplay); Corey William Large (screenplay); Neal McDonough, Bruce Willis"
The Power of the Dog,Netflix / BBC Film / See-Saw Films,"Jane Campion (director/screenplay); Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit-McPhee, Thomasin McKenzie, Genevieve Lemon, Keith Carradine, Frances Conroy"
Bruised,Netflix / Thunder Road Films,"Halle Berry (director); Michelle Rosenfarb (screenplay); Halle Berry, Shamier Anderson, Adan Canto, Sheila Atim, Valentina Shevchenko, Stephen McKinley Henderson"
The Princess Switch 3: Romancing the Star,Netflix,"Michael Rohl (director); Robin Bernheim (screenplay); Vanessa Hudgens, Sam Palladio, Nick Sagar"
Ghostbusters: Afterlife,Columbia Pictures / Bron Creative / Ghost Corps,"Jason Reitman (director/screenplay); Gil Kenan (screenplay); Carrie Coon, Finn Wolfhard, Mckenna Grace, Paul Rudd, Logan Kim, Celeste O'Connor, Bill Murray, Dan Aykroyd, Ernie Hudson, Sigourney Weaver, Annie Potts"
King Richard,Warner Bros. Pictures / Westbrook Studios / HBO Max,"Reinaldo Marcus Green (director); Zach Baylin (screenplay); Will Smith, Aunjanue Ellis, Saniyya Sidney, Demi Singleton, Tony Goldwyn, Jon Bernthal, Dylan McDermott"
Extinct,Netflix / Tencent Pictures,"David Silverman, Raymond S. Persi (directors); Joel Cohen, John Frink, Rob LaZebnik (screenplay); Adam DeVine, Rachel Bloom, Zazie Beetz, Ken Jeong, Jim Jefferies, Catherine O'Hara, Tom Hollander, Reggie Watts, Henry Winkler, Benedict Wong, Nick Frost, Alex Borstein"
C'mon C'mon,A24,"Mike Mills (director/screenplay); Joaquin Phoenix, Gaby Hoffmann, Woody Norman, Scoot McNairy, Molly Webster, Jaboukie Young-White"
Black Friday,Screen Media Films,"Casey Tebo (director); Andy Greskoviak (screenplay); Devon Sawa, Ivana Baquero, Ryan Lee, Michael Jai White, Bruce Campbell"
Zeros and Ones,Lionsgate,"Abel Ferrara (director/screenplay); Ethan Hawke, Valerio Mastandrea"
Friend of the World,Charybdis Pictures,"Brian Patrick Butler (director/screenplay); Nick Young, Alexandra Slade, Michael C. Burgess, Kathryn Schott, Kevin Smith, Luke Pensabene"
Encanto,Walt Disney Pictures / Walt Disney Animation Studios,"Byron Howard, Jared Bush, Chasire Castro Smith (directors); Chasire Castro Smith, Jared Bush (screenplay); Stephanie Beatriz, María Cecilia Botero, John Leguizamo, Mauro Castillo, Jessica Darrow, Angie Cepeda, Carolina Gaitán, Diane Guerrero, Wilmer Valderrama"
House of Gucci,Metro-Goldwyn-Mayer / Bron Creative / Scott Free Productions,"Ridley Scott (director); Becky Johnston, Roberto Bentivegna (screenplay); Lady Gaga, Adam Driver, Jared Leto, Jeremy Irons, Jack Huston, Salma Hayek, Al Pacino"
The Unforgivable,Netflix / Fortis Films / GK Films,"Nora Fingscheidt (director); Peter Craig, Hillary Seitz, Courtenay Miles (screenplay); Sandra Bullock, Vincent D'Onofrio, Jon Bernthal, Richard Thomas, Linda Emond, Aisling Franciosi, Rob Morgan, Viola Davis"
Resident Evil: Welcome to Raccoon City,Screen Gems / Constantin Film / Davis Films,"Johannes Roberts (director/screenplay); Kaya Scodelario, Hannah John-Kamen, Robbie Amell, Tom Hopper, Avan Jogia, Donal Logue, Neal McDonough"
8-Bit Christmas,HBO Max / Warner Bros. Pictures / New Line Cinema,"Michael Dowse (director); Kevin Jakubowski (screenplay); Neil Patrick Harris, Winslow Fegley, June Diane Raphael, David Cross, Steve Zahn"
The Humans,A24 / Showtime / IAC Films,"Stephen Karam (director/screenplay); Richard Jenkins, Jayne Houdyshell, Amy Schumer, Beanie Feldstein, Steven Yeun, June Squibb"
South Park: Post Covid,Comedy Central / Paramount+,"Trey Parker (director/screenplay); Matt Stone, Mona Marshall, Kimberly Brooks, Adrien Beard, Delilah Kujala, Betty Boogie"
Licorice Pizza,Metro-Goldwyn-Mayer / Focus Features / Bron Creative,"Paul Thomas Anderson (director/screenplay); Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits, Bradley Cooper, Benny Safdie"
Single All the Way,Netflix / Muse Entertainment,"Michael Mayer (director); Chad Hodge (screenplay); Michael Urie, Philemon Chambers, Luke Macfarlane, Barry Bostwick, Kathy Najimy, Jennifer Coolidge"
Back to the Outback,Netflix / Netflix Animation / Reel FX Creative Studios,"Clare Knight (director); Harry Cripps (director/screenplay); Isla Fisher, Tim Minchin, Eric Bana, Guy Pearce, Miranda Tapsell, Angus Imrie, Keith Urban, Jacki Weaver"
Diary of a Wimpy Kid,Disney+ / Walt Disney Pictures / Bardel Entertainment,"Swinton O. Scott III (director); Jeff Kinney (screenplay); Brady Noon, Ethan William Childress, Chris Diamantopoulos, Erica Cerra, Hunter Dillon"
Encounter,Amazon Studios / Film4 / Raw,"Michael Pierce (director/screenplay); Joe Barton (screenplay); Riz Ahmed, Octavia Spencer, Janina Gavankar, Rory Cochrane, Misha Collins, Lucian-River Chauhan, Aditya Geddada"
Mixtape,Netflix,"Valerie Weiss (director); Stacey Menear (screenplay); Gemma Brooke Allen, Jackson Rathbone, Nick Thune, Julie Bowen"
Deadlock,Saban Films,"Jared Cohn (director/screenplay); Cam Cannon (screenplay); Patrick Muldoon, Bruce Willis, Matthew Marsden"
West Side Story,20th Century Studios / Amblin Entertainment / TSG Entertainment,"Steven Spielberg (director); Tony Kushner (screenplay); Ansel Elgort, Rachel Zegler, Ariana DeBose, David Alvarez, Mike Faist, Rita Moreno, Brian d'Arcy James, Corey Stoll"
Don't Look Up,Netflix / Hyperobject Industries,"Adam McKay (director/screenplay); Leonardo DiCaprio, Jennifer Lawrence, Rob Morgan, Jonah Hill, Mark Rylance, Tyler Perry, Ron Perlman, Timothée Chalamet, Ariana Grande, Scott Mescudi, Himesh Patel, Melanie Lynskey, Cate Blanchett, Meryl Streep"
National Champions,STXfilms / Thunder Road Films,"Ric Roman Waugh (director); Adam Mervis (screenplay); Stephan James, J. K. Simmons, Alexander Ludwig, Lil Rel Howery, Tim Blake Nelson, Andrew Bachelor, Jeffrey Donovan, David Koechner, Kristin Chenoweth, Timothy Olyphant, Uzo Aduba"
Being the Ricardos,Amazon Studios / Escape Artists,"Aaron Sorkin (director/screenplay); Nicole Kidman, Javier Bardem, J. K. Simmons, Nina Arianda, Tony Hale, Alia Shawkat, Jake Lacy, Clark Gregg"
Red Rocket,A24 / FilmNation Entertainment,"Sean Baker (director/screenplay); Chris Bergoch (screenplay); Simon Rex, Bree Elrod, Suzanna Son"
The Hating Game,Vertical Entertainment,"Peter Hutchings (director); Christina Mengert (screenplay); Lucy Hale, Austin Stowell, Damon Daunno, Sakina Jaffrey, Corbin Bernsen"
Rumble,Paramount+ / Paramount Animation / WWE Studios / Walden Media / Reel FX Creative Studios,"Hamish Grieve (director/screenplay); Matt Lieberman, Alexandra Bracken (screenplay); Will Arnett, Terry Crews, Geraldine Viswanathan, Fred Melamed, Becky Lynch, Roman Reigns, Ben Schwartz, Jimmy Tatro, Tony Danza"
South Park: Post Covid: The Return of Covid,Comedy Central / Paramount+,"Trey Parker (director/screenplay); Matt Stone, Mona Marshall, Kimberly Brooks, Adrien Beard, Delilah Kujala, Betty Boogie"
Spider-Man: No Way Home,Columbia Pictures / Marvel Studios,"Jon Watts (director); Chris McKenna, Erik Sommers (screenplay); Tom Holland, Benedict Cumberbatch, Zendaya, Jacob Batalon, Jon Favreau, Jamie Foxx, Willem Dafoe, Alfred Molina, Benedict Wong, Tony Revolori, Marisa Tomei, Andrew Garfield, Tobey Maguire"
Nightmare Alley,Searchlight Pictures / TSG Entertainment,"Guillermo del Toro (director/screenplay); Kim Morgan (screenplay); Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe, Richard Jenkins, Rooney Mara, Ron Perlman, Mary Steenburgen, David Strathairn"
The Lost Daughter,Netflix / Endeavor Content,"Maggie Gyllenhaal (director/screenplay); Olivia Colman, Dakota Johnson, Jessie Buckley, Paul Mescal, Dagmara Domińczyk, Jack Farthing, Oliver Jackson-Cohen, Peter Sarsgaard, Ed Harris"
Swan Song,Apple TV+ / Apple Studios,"Benjamin Cleary (director/screenplay); Mahershala Ali, Naomie Harris, Glenn Close, Awkwafina, Adam Beach"
The Tender Bar,Amazon Studios,"George Clooney (director); William Monahan (screenplay); Ben Affleck, Tye Sheridan, Lily Rabe, Christopher Lloyd, Daniel Ranieri"
Mother/Android,Hulu / Miramax,"Mattson Tomlin (director/screenplay); Chloë Grace Moretz, Algee Smith, Raúl Castillo"
Fortress,Lionsgate Films,"James Cullen Bressack (director); Alan Horsnail (screenplay); Jesse Metcalfe, Bruce Willis, Chad Michael Murray"
Sing 2,Universal Pictures / Illumination,"Garth Jennings (director/screenplay); Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Taron Egerton, Tori Kelly, Bobby Cannavale, Nick Kroll, Halsey, Pharrell Williams, Nick Offerman, Letitia Wright, Eric Andre, Chelsea Peretti, Bono"
The Matrix Resurrections,Warner Bros. Pictures / Village Roadshow Pictures / HBO Max,"Lana Wachowski (director/screenplay); David Mitchell, Aleksandar Hemon (screenplay); Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jessica Henwick, Jonathan Groff, Neil Patrick Harris, Priyanka Chopra Jonas, Jada Pinkett-Smith"
The King's Man,20th Century Studios / Marv Studios / TSG Entertainment,"Matthew Vaughn (director/screenplay); Karl Gajdusek (screenplay); Ralph Fiennes, Gemma Arterton, Rhys Ifans, Matthew Goode, Tom Hollander, Harris Dickinson, Daniel Brühl, Djimon Hounsou, Charles Dance"
The Tragedy of Macbeth,Apple TV+ / A24 / IAC Films,"Joel Coen (director/screenplay); Denzel Washington, Frances McDormand, Bertie Carvel, Alex Hassell, Corey Hawkins, Harry Melling, Kathryn Hunter, Brendan Gleeson"
A Journal for Jordan,Columbia Pictures / Escape Artists / Bron Studios,"Denzel Washington (director); Virgil Williams (screenplay); Michael B. Jordan, Chanté Adams, Jalon Christian, Robert Wisdom, Tamara Tunie"
American Underdog,Lionsgate,"Erwin brothers (directors); Jon Erwin, David Aaron Cohen, Jon Gunn (screenplay); Zachary Levi, Anna Paquin, Dennis Quaid"
Memoria,Neon,"Apichatpong Weerasethakul (director/acreenplay); Tilda Swinton, Elkin Díaz, Jeanne Balibar, Juan Pablo Urrego, Daniel Giménez Cacho"
